📋MASTER ASSET LIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assets - Current,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Subitems,Sortable Asset #,Asset - Category,Asset - Subcategory,Market,🗺️LOCATIONS🗺️,Brand,Model,S/N,Description,Assigned to (People),IP,Mac Addresses,Ports & Protocols,Status,Labelled?,Replacement,Health,Impact,Est. Date of Receival,OG Est. Equipment Life (Yrs),Current Est. Equipment Life (Yrs),Age (Only Year),OG vs Current Life Difference (Yrs),OG Est. End of Life Date,Current Est. End of Life,OG Equipment Life Timeline - Start,OG Equipment Life Timeline - End,Current Equipment Life Timeline - Start,Current Equipment Life Timeline - End,Est. Replacement Cost($),Est. Replacement Project Costs,Actual Acquisition ($),Vehicle - Insurance Broker,Vehicle - Insurance Provider,Vehicle - Policy #,Vehicle - Permit # / Customer #,Vehicle - Plate #,Vehicle - Lease (Mths),Vehicle - Lease Start Date,Vehicle - Lease End Date,Vehicle - Allowance/Yr (kms),Vehicle - Plate Renewal Date,FE Asset Number,Total Replacement Est. ($),Current 12 month Activity,link to 🧱TX SITE BREAKDOWN,Item ID (auto generated)
77,,77,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,SAGE,Model 3644,B418918,Emergency Alert System - SK,,192.168.100.31,00:D0:69:52:F7:2B,,In Use,Yes,Replace,Healthy,High,2022-08-20,10,10,4,,2032-08-20,2032-08-20,2022-08-20,2032-08-20,2022-08-20,2032-08-20,4000,,3747.11,,,,,,,,,,,32,4000,,,4482508872
76,,76,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,SAGE,Model 3644,B418905,Emergency Alert System - ON,,192.168.100.30,00:D0:69:53:5B:BF,,In Use,Yes,Replace,Healthy,High,2022-08-20,10,10,4,,2032-08-20,2032-08-20,2022-08-20,2032-08-20,2022-08-20,2032-08-20,4000,,3747.11,,,,,,,,,,,31,4000,,,4482508842
75,,75,Personnel Equipment,Laptop,Belleville,Office - Belleville - National Media Centre,ASUS,B5302FEA-Q53P-CB,MANXLP01J885425,Expertbook B5 Flip,Adam Paul,,,,In Use,Yes,Replace,Healthy,Medium,2022-09-16,5,5,4,,2027-09-16,2027-09-16,2022-09-16,2027-09-16,2022-09-16,2027-09-16,1750,,1149,,,,,,,,,,,30,1750,,,4482508270
74,,74,Personnel Equipment,Laptop,Belleville,Office - Belleville - National Media Centre,ASUS,B5302FEA-Q53P-CB,MANXLP01E20642F,Expertbook B5 Flip,Rob Nowogorski,,,,Damaged,Yes,Replace,Damaged,Medium,2022-09-16,5,5,4,,2027-09-16,2027-09-16,2022-09-16,2027-09-16,2022-09-16,2027-09-16,1750,,1149,,,,,,,,,,,29,1750,,,4482508704
73,,73,Personnel Equipment,Laptop,Belleville,Office - Belleville - National Media Centre,ASUS,B5302FEA-Q53P-CB,MANXLP01E20242F,Expertbook B5 Flip,Melanie Linn,,,,Not in Use,Yes,Replace,Healthy,Not in Use,2022-09-16,5,5,4,,2027-09-16,2027-09-16,2022-09-16,2027-09-16,2022-09-16,2027-09-16,1750,,1149,,,,,,,,,,,28,1750,,,4482508321
72,,72,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,Unknown,Unknown,N/A,Transmission Line,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2018-12-01,37,37,8,,2055-12-01,2055-12-01,2018-12-01,2055-12-01,2018-12-01,2055-12-01,10000,5000,10000,,,,,,,,,,,27,15000,,,4482508533
71,,71,Technical Equipment,Broadcast,Fort McMurray,TX Site - Fort McMurray - Rogers Tower,Unknown,Unknown,N/A,Receival Line,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2018-12-01,18,18,8,,2036-12-01,2036-12-01,2018-12-01,2036-12-01,2018-12-01,2036-12-01,1500,1500,5000,,,,,,,,,,,26,3000,,,4482508478
70,,70,Technical Equipment,Broadcast,Fort McMurray,Office - Fort McMurray - King,Unknown,Unknown,N/A,Transmission Line,,N/A,,,In Use,Not Necessary,Probably Replace,Healthy,Critical,2018-12-01,25,25,8,,2043-12-01,2043-12-01,2018-12-01,2043-12-01,2018-12-01,2043-12-01,1500,1000,2500,,,,,,,,,,,25,2500,,,4482508444
69,,69,Technical Equipment,Broadcast,Nipigon,TX Site - Nipigon - Castle,Unknown,Unknown,N/A,Transmission Line,,N/A,,,In Use,Not Necessary,Probably Replace,Healthy,Critical,2021-02-15,25,25,5,,2046-02-15,2046-02-15,2021-02-15,2046-02-15,2021-02-15,2046-02-15,95.17,,95.17,,,,,,,,,,,,95.17,,,4482508404
68,,68,Technical Equipment,Broadcast,Thunder Bay,TX Site - Thunder Bay - Carrie,Unknown,RG213/U coax,N/A,Transmission Line,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2015-01-01,25,25,11,,2040-01-01,2040-01-01,2015-01-01,2040-01-01,2015-01-01,2040-01-01,1500,500,,,,,,,,,,,,,2000,,,4482508353
67,,67,Technical Equipment,Broadcast,Windsor,TX Site - Windsor - Ouellette,Unknown,"1 5/8"" Heliax with Foam",N/A,Transmission Line,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2018-06-27,25,25,8,,2043-06-27,2043-06-27,2018-06-27,2043-06-27,2018-06-27,2043-06-27,8000,1500,6720,,,,,,,,,,,24,9500,,,4482508289
66,,66,Technical Equipment,Broadcast,Chatham,TX Site - Chatham - Fairview,Unknown,Unknown,N/A,Transmission Line,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2007-01-01,35,35,19,,2042-01-01,2042-01-01,2007-01-01,2042-01-01,2007-01-01,2042-01-01,5000,2500,,,,,,,,,,,,,7500,,,4482508267
65,,65,Technical Equipment,Broadcast,Chatham,TX Site - Chatham - Fairview,Unknown,Unknown,N/A,Receival Line,,N/A,,,In Use,Not Necessary,Do Not Replace,Healthy,Critical,2007-01-01,25,25,19,,2032-01-01,2032-01-01,2007-01-01,2032-01-01,2007-01-01,2032-01-01,1500,1000,,,,,,,,,,,,,2500,,,4482508236
64,,64,Technical Equipment,Broadcast,Chatham,Office - Chatham - Centre,Unknown,Unknown,N/A,Transmission Line,,N/A,,,In Use,Not Necessary,Do Not Replace,Healthy,Critical,2007-01-01,25,25,19,,2032-01-01,2032-01-01,2007-01-01,2032-01-01,2007-01-01,2032-01-01,1500,1000,,,,,,,,,,,,,2500,,,4482508207
63,,63,Technical Equipment,Broadcast,Cobourg,TX Site - Cobourg - Strathy,Heliax,LDF4-50A,N/A,Transmission Line,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2020-01-01,25,25,6,,2045-01-01,2045-01-01,2020-01-01,2045-01-01,2020-01-01,2045-01-01,1500,2000,,,,,,,,,,,,,3500,,,4482508185
62,,62,Technical Equipment,Broadcast,Maynooth,TX Site - Maynooth - Fire Tower,Unknown,LMR400,N/A,Transmission Line,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2018-07-11,25,25,8,,2043-07-11,2043-07-11,2018-07-11,2043-07-11,2018-07-11,2043-07-11,1200,2000,1107,,,,,,,,,,,23,3200,,,4482508162
61,,61,Technical Equipment,Broadcast,Maynooth,TX Site - Maynooth - Fire Tower,Shireen,RFC 400,N/A,Receival Line,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2018-01-01,25,25,8,,2043-01-01,2043-01-01,2018-01-01,2043-01-01,2018-01-01,2043-01-01,1000,2000,1462.42,,,,,,,,,,,22,3000,,,4482508132
60,,60,Technical Equipment,Broadcast,Bancroft,TX Site - Bancroft - Eagles Nest,Unknown,LMR400 Equivalent,N/A,Transmission Line,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2022-06-11,25,25,4,,2047-06-11,2047-06-11,2022-06-11,2047-06-11,2022-06-11,2047-06-11,500,,,,,,,,,,,,,,500,,,4482508675
59,,59,Technical Equipment,Broadcast,Bancroft,TX Site - Bancroft - Eagles Nest,Unknown,RG6 Coax,N/A,Receival Line,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2022-06-11,25,25,4,,2047-06-11,2047-06-11,2022-06-11,2047-06-11,2022-06-11,2047-06-11,500,,,,,,,,,,,,,,500,,,4482508645
58,,58,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - Read,Unknown,Unknown,N/A,Transmission Line,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2003-01-01,26,26,23,,2029-01-01,2029-01-01,2003-01-01,2029-01-01,2003-01-01,2029-01-01,40000,,,,,,,,,,,,,,40000,,,4482508616
57,,57,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - Read,Unknown,Unknown,N/A,Receival Line,,N/A,,,In Use,Not Necessary,Probably Replace,Healthy,Critical,2003-01-01,26,26,23,,2029-01-01,2029-01-01,2003-01-01,2029-01-01,2003-01-01,2029-01-01,1500,2000,,,,,,,,,,,,,3500,,,4482508587
56,,56,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - McNabb,Unknown,Unknown,N/A,Transmission Line,,N/A,,,In Use,Not Necessary,Possibly Replace,Healthy,Critical,2010-01-01,25,25,16,,2035-01-01,2035-01-01,2010-01-01,2035-01-01,2010-01-01,2035-01-01,1000,,,,,,,,,,,,,,1000,,,4482508556
55,,55,Technical Equipment,Broadcast,Kingston,TX Site - Kingston - KOS Tower,Unknown,Unknown,N/A,STL Receival Line,,,,,Not in Use,Not Necessary,Do Not Replace,Healthy,Not in Use,2008-01-01,25,25,18,,2033-01-01,2033-01-01,2008-01-01,2033-01-01,2008-01-01,2033-01-01,1500,,,,,,,,,,,,,,1500,,,4482508511
54,,54,Technical Equipment,Broadcast,Kingston,TX Site - Kingston - KOS Tower,Unknown,Unknown,N/A,Transmission Line,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2008-01-01,25,25,18,,2033-01-01,2033-01-01,2008-01-01,2033-01-01,2008-01-01,2033-01-01,1500,,,,,,,,,,,,,,1500,,,4482508480
53,,53,Technical Equipment,Broadcast,Brockville,TX Site - Brockville - American Tower,Unknown,LDF4,N/A,Transmission Line,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2022-07-22,25,25,4,,2047-07-22,2047-07-22,2022-07-22,2047-07-22,2022-07-22,2047-07-22,651.51,,651.51,,,,,,,,,,,,651.51,,,4482508451
52,,52,Technical Equipment,Tools,Belleville,Office - Belleville - National Media Centre,Trend Networks,R158004,158123A4/003775,"PoE Pro Kit - Hand Tracer, Remote RJ45 Units x24, Coax Remote UnitesCable Tester: PoE, RJ45, Coax, Phone",,,,,Not in Use,Yes,Replace,Healthy,Not in Use,2022-07-26,10,10,4,,2032-07-26,2032-07-26,2022-07-26,2032-07-26,2022-07-26,2032-07-26,1000,,990,,,,,,,,,,,,1000,,,4482508620
50,,50,Technical Equipment,Power,,Office - Belleville - National Media Centre,Furman,F1000-UPS,FM02817C-44211800007,UPS/Power Conditioner/Voltage Regulator,,N/A,,,In Use,Yes,Replace,Sick,Critical,2022-02-17,5,5,4,,2027-02-17,2027-02-17,2022-02-17,2027-02-17,2022-02-17,2027-02-17,2000,,999.99,,,,,,,,,,,,2000,,,4482508345
49,,49,Technical Equipment,Broadcast,Cobourg,TX Site - Cobourg - Strathy,StarTech,,10007542,Rack - 42U,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2010-01-01,50,50,16,,2060-01-01,2060-01-01,2010-01-01,2060-01-01,2010-01-01,2060-01-01,1000,,,,,,,,,,,,,,1000,,,4482508317
48,,48,Technical Equipment,Broadcast,Cobourg,TX Site - Cobourg - Strathy,Omnia,ONE,0218i7542,Processor,,192.168.102.7,,"4545-TCP, 80 - TCP",In Use,Yes,Replace,Healthy,Critical,2018-01-01,10,10,8,,2028-01-01,2028-01-01,2018-01-01,2028-01-01,2018-01-01,2028-01-01,5060,,,,,,,,,,,,,,5060,,,4482508288
47,,47,Technical Equipment,Broadcast,Cobourg,TX Site - Cobourg - Strathy,Telos,ZIPONE,0289i0260,Codec,,192.168.102.6,"00:13:95:12:23:59, 58:50:AB:90:06:CD","8888 - TCP, 9150 - UDP, 9151 - UDP, 9152 - UDP, 9153 - UDP",In Use,Yes,Replace,Healthy,Critical,2018-12-12,10,10,8,,2028-12-12,2028-12-12,2018-12-12,2028-12-12,2018-12-12,2028-12-12,4000,,2960.51,,,,,,,,,,,21,4000,,,4482508259
46,,46,Technical Equipment,Broadcast,Cobourg,TX Site - Cobourg - Strathy,Nautel,VS300,NARF64G,Transmitter,,192.168.102.100,,"3501 - TCP, 80 - TCP",In Use,Yes,Replace,Healthy,Critical,2018-01-25,15,15,8,,2033-01-25,2033-01-25,2018-01-25,2033-01-25,2018-01-25,2033-01-25,7000,,5358,,,,,,,,,,,20,7000,,,4482508230
45,,45,Personnel Equipment,Laptop,Belleville,Office - Belleville - National Media Centre,Lenovo,21A0CTO1WW,PF3S859P,P14s,Daniel Trudeau,,,,In Use,Yes,Replace,Healthy,Medium,2022-05-31,5,5,4,,2027-05-31,2027-05-31,2022-05-31,2027-05-31,2022-05-31,2027-05-31,1750,,1592.12,,,,,,,,,,,19,1750,,,4482508504
44,,44,Technical Equipment,Power,Belleville,TX Site - Belleville - Read,The Wiremold Company,20GB606,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,PDU - 12 Outlet - Rack 2,,,,,Not in Use,Yes,Replace,Healthy,Not in Use,2003-01-01,25,25,23,,2028-01-01,2028-01-01,2003-01-01,2028-01-01,2003-01-01,2028-01-01,475,,,,,,,,,,,,,,475,,,4482508197
43,,43,Technical Equipment,Power,Belleville,TX Site - Belleville - Read,The Wiremold Company,20GB606,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,PDU - 12 Outlet - Rack 1,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2003-01-01,25,25,23,,2028-01-01,2028-01-01,2003-01-01,2028-01-01,2003-01-01,2028-01-01,475,,,,,,,,,,,,,,475,,,4482508175
42,,42,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - Read,Unknown,Unknown,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,Rack - 44 U - Rack 2,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2003-01-01,37,37,23,,2040-01-01,2040-01-01,2003-01-01,2040-01-01,2003-01-01,2040-01-01,3000,,,,,,,,,,,,,,3000,,,4482508158
41,,41,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - Read,Unknown,Unknown,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,Rack - 44 U - Rack 1,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2003-01-01,37,37,23,,2040-01-01,2040-01-01,2003-01-01,2040-01-01,2003-01-01,2040-01-01,3000,,,,,,,,,,,,,,3000,,,4482508129
40,,40,Technical Equipment,Broadcast,Windsor,TX Site - Windsor - Ouellette,Shively,6025,NOT LIKELY TO GET/ MAY NOT HAVE,Transmit Antenna 2 Bay H&V Polarized,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2018-06-27,25,25,8,,2043-06-27,2043-06-27,2018-06-27,2043-06-27,2018-06-27,2043-06-27,13500,3000,13500,,,,,,,,,,,18,16500,,,4482508698
39,,39,Technical Equipment,Broadcast,Kingston,TX Site - Kingston - KOS Tower,Unknownn,Unknown,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,STL Receive Antenna,,,,,Damaged,Not Necessary,Do Not Replace,Damaged,Not in Use,2008-01-01,25,25,18,,2033-01-01,2033-01-01,2008-01-01,2033-01-01,2008-01-01,2033-01-01,1300,,,,,,,,,,,,,,1300,,,4482508670
38,,38,Technical Equipment,Broadcast,Kingston,TX Site - Kingston - KOS Tower,SIRA,FMC-01,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,Transmission Antenna,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2008-01-01,25,25,18,,2033-01-01,2033-01-01,2008-01-01,2033-01-01,2008-01-01,2033-01-01,1500,,,,,,,,,,,,,,1500,,,4482508636
37,,37,Technical Equipment,Broadcast,Brockville,TX Site - Brockville - American Tower,Nicom,Nicom,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,Transmission Antenna,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2022-06-19,25,25,4,,2047-06-19,2047-06-19,2022-06-19,2047-06-19,2022-06-19,2047-06-19,1500,,1344,,,,,,,,,,,17,1500,,,4482508606
36,,36,Technical Equipment,Broadcast,,Office - Belleville - National Media Centre,CROWN,FM300R,300R045,Transmitter,,N/A,,,Not in Use,Yes,Replace,Aging,Not in Use,2006-04-06,15,20,20,5,2021-04-06,2026-04-06,2006-04-06,2021-04-06,2006-04-06,2026-04-06,6000,,5438.63,,,,,,,,,,,16,6000,Work on replacing,,4482508578
34,,34,Technical Equipment,Broadcast,Kingston,TX Site - Kingston - KOS Tower,Telos,ZIPONE,0289L0004,Codec,,192.168.105.100,"00:13:95:18:5B:16, 58:50:AB:00:10:02","8888 - TCP, 9150 - UDP, 9151 - UDP, 9152 - UDP, 9153 - UDP",In Use,Yes,Replace,Healthy,Critical,2018-12-12,10,10,8,,2028-12-12,2028-12-12,2018-12-12,2028-12-12,2018-12-12,2028-12-12,4000,,2960.5,,,,,,,,,,,15,4000,,,4482508515
33,,33,Technical Equipment,Power,Kingston,TX Site - Kingston - KOS Tower,ART,PB4 PRO USB,U210301366,Power Conditioner,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2022-02-01,10,10,4,,2032-02-01,2032-02-01,2022-02-01,2032-02-01,2022-02-01,2032-02-01,169,,169,,,,,,,,,,,,169,,,4482508487
32,,32,Technical Equipment,Broadcast,Belleville,Lawrence Electric,CROWN,FM200,014090,Transmitter,,,,,Out for Repair,Yes,Do Not Replace,Damaged,Not in Use,,15,15,,,,,,,,,6000,,,,,,,,,,,,,,6000,,,4482508782
31,,31,Technical Equipment,Broadcast,Brockville,TX Site - Brockville - American Tower,StarTech,2POSTRACK12,,Rack - 12U,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2021-05-01,50,50,5,,2071-05-01,2071-05-01,2021-05-01,2071-05-01,2021-05-01,2071-05-01,167.1,,146.76,,,,,,,,,,,,167.1,,,4482508413
30,,30,Technical Equipment,Power,Brockville,TX Site - Brockville - American Tower,CyberPower,GX1500U-FC,QBAKQ2000382,UPS-1500VA,,N/A,,,In Use,Yes,Replace,Aging,Critical,2020-04-01,5,7,6,2,2025-04-01,2027-04-01,2020-04-01,2025-04-01,2020-04-01,2027-04-01,1700,,,,,,,,,,,,,,1700,,,4482508370
29,,29,Technical Equipment,Power,,Office - Belleville - National Media Centre,Furman,M-8x2,FM02830B-90205000173,Power Conditioner,,,,,Not in Use,Yes,Possibly Replace,Healthy,Not in Use,2021-05-01,10,10,5,,2031-05-01,2031-05-01,2021-05-01,2031-05-01,2021-05-01,2031-05-01,144.99,,115,,,,,,,,,,,,144.99,,,4482508340
28,,28,Technical Equipment,Broadcast,Brockville,TX Site - Brockville - American Tower,Telos,ZIPONE,0289L1484,Codec,,192.168.104.101,"00:90:FB:6E:93:98, 58:50:AB:00:21:4F","8888 - TCP, 9150 - UDP, 9151 - UDP, 9152 - UDP, 9153 - UDP",In Use,Yes,Replace,Healthy,Critical,2021-03-31,10,10,5,,2031-03-31,2031-03-31,2021-03-31,2031-03-31,2021-03-31,2031-03-31,4000,,3183,,,,,,,,,,,14,4000,,,4482508311
27,,27,Building,HVAC,Windsor,TX Site - Windsor - Ouellette,Mitsubishi  Electric,PUY-A36NKA&,98U14867D,A/C Unit & Condenser,,,,,In Use,Not Necessary,Replace,Healthy,Medium,2020-01-01,15,15,6,,2035-01-01,2035-01-01,2020-01-01,2035-01-01,2020-01-01,2035-01-01,10380,1500,11729.4,,,,,,,,,,,13,11880,,,4482508275
26,,26,Technical Equipment,Power,Windsor,TX Site - Windsor - Ouellette,Middle Atlantic Products,PD-2415SC-NS,02051606,Rack PDU,,N/A,,,In Use,Yes,Replace,Healthy,Low,2018-06-27,10,10,8,,2028-06-27,2028-06-27,2018-06-27,2028-06-27,2018-06-27,2028-06-27,1000,,270,,,,,,,,,,,12,1000,,,4482508251
25,,25,Technical Equipment,Broadcast,Windsor,TX Site - Windsor - Ouellette,Middle Atlantic Products,WRK-44-32,06211609,Rack - 44 U,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2018-06-27,50,50,8,,2068-06-27,2068-06-27,2018-06-27,2068-06-27,2018-06-27,2068-06-27,3000,,1875,,,,,,,,,,,11,3000,,,4482508222
24,,24,Technical Equipment,Power,Windsor,TX Site - Windsor - Ouellette,Eaton,PW9130L-1500R-XL2U,GK122A0140,UPS - 1500VA,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2018-06-27,5,10,8,5,2023-06-27,2028-06-27,2018-06-27,2023-06-27,2018-06-27,2028-06-27,2000,,1480,,,,,,,,,,,10,2000,,,4482508198
23,,23,Technical Equipment,Broadcast,Windsor,TX Site - Windsor - Ouellette,BK Precision,1856D,332K15232,Frequency Counter,,N/A,,,In Use,Yes,Replace,Healthy,Low,2018-06-27,15,15,8,,2033-06-27,2033-06-27,2018-06-27,2033-06-27,2018-06-27,2033-06-27,760,,925,,,,,,,,,,,9,760,,,4482508177
22,,22,Technical Equipment,Broadcast,Windsor,TX Site - Windsor - Ouellette,Coaxial Dynamics,88954-A,1957,R.F. Wattmeter,,N/A,,,In Use,Yes,Replace,Healthy,Low,2018-06-27,15,15,8,,2033-06-27,2033-06-27,2018-06-27,2033-06-27,2018-06-27,2033-06-27,500,,1693,,,,,,,,,,,8,500,,,4482508159
21,,21,Technical Equipment,Broadcast,Windsor,TX Site - Windsor - Ouellette,Nautel,GV7.5,H0296,Transmitter,,192.168.106.111,00:18:7D:A0:71:F1,"3501 - TCP, 80 - TCP",In Use,Yes,Replace,Healthy,Critical,2018-06-27,15,15,8,,2033-06-27,2033-06-27,2018-06-27,2033-06-27,2018-06-27,2033-06-27,70000,,60800,,,,,,,,,,,7,70000,,,4482508130
20,,20,Technical Equipment,Broadcast,Windsor,TX Site - Windsor - Ouellette,Telos,ZIPONE,0289I1051,Codec,,192.168.1.102,"00:13:95:1C:CF:0E, 58:50:AB:90:13:9F","8888 - TCP, 9150 - UDP, 9151 - UDP, 9152 - UDP, 9153 - UDP",In Use,Yes,Replace,Healthy,Critical,2018-06-27,10,10,8,,2028-06-27,2028-06-27,2018-06-27,2028-06-27,2018-06-27,2028-06-27,4000,,2830,,,,,,,,,,,6,4000,,,4482508625
19,,19,Technical Equipment,Broadcast,Windsor,TX Site - Windsor - Ouellette,Fostex,RM-3,0960493AE,Stereo Rack Monitor,,N/A,,,In Use,Yes,Replace,Healthy,Low,2018-06-27,10,10,8,,2028-06-27,2028-06-27,2018-06-27,2028-06-27,2018-06-27,2028-06-27,700,,615,,,,,,,,,,,5,700,,,4482508589
18,,18,Technical Equipment,Broadcast,Windsor,TX Site - Windsor - Ouellette,Inovonics,531N,3508,FM Modulation Monitor,,192.168.106.110,D8:80:39:B6:01:6B,81 - TCP,In Use,Yes,Replace,Healthy,Medium,2018-06-27,10,10,8,,2028-06-27,2028-06-27,2018-06-27,2028-06-27,2018-06-27,2028-06-27,4600,,3754,,,,,,,,,,,4,4600,,,4482508551
17,,17,Building,HVAC,Belleville,TX Site - Belleville - Read,Armstrong,PCE10A24DA-1A,8495F26882,A/C Unit,,,,,In Use,Not Necessary,Replace,Aging,Medium,2003-01-01,15,23,23,8,2018-01-01,2026-01-01,2003-01-01,2018-01-01,2003-01-01,2026-01-01,7500,2500,,,,,,,,,,,,,10000,TLC Mitigation,,4482508529
16,,16,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - Read,Unknown,Unknown,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,STL Receive Antenna,,N/A,,,In Use,Not Necessary,Probably Replace,Healthy,Critical,2003-01-01,26,26,23,,2029-01-01,2029-01-01,2003-01-01,2029-01-01,2003-01-01,2029-01-01,3000,5000,,,,,,,,,,,,,8000,,,4482508500
15,,15,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - Read,Unknown,Unknown,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,Transmitting Antenna,,N/A,,,In Use,Not Necessary,Replace,Healthy,Critical,2003-01-01,26,26,23,,2029-01-01,2029-01-01,2003-01-01,2029-01-01,2003-01-01,2029-01-01,40000,10000,,,,,,,,,,,,,50000,,,4482508466
14,,14,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - Read,GAST,1HAB-77-M100X,1090,TX Line Dehydrator,,N/A,,,In Use,Yes,Replace,Healthy,Medium,2020-01-01,11,11,6,,2031-01-01,2031-01-01,2020-01-01,2031-01-01,2020-01-01,2031-01-01,5700,,,,,,,,,,,,,,5700,,,4482508438
13,,13,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - Read,Nautel,GV7.5,H0279,Transmitter,,192.168.101.10,00:18:7D:99:A9:93,"3501 - TCP, 80 - TCP",In Use,Yes,Replace,Healthy,Critical,2016-02-18,15,15,10,,2031-02-18,2031-02-18,2016-02-18,2031-02-18,2016-02-18,2031-02-18,70000,,62461.19,,,,,,,,,,,3,70000,,,4482508396
12,,12,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - Read,sbs,RX400,AN0309137,STL Reciever,,N/A,,,In Use,Yes,Possibly Replace,Aging,Critical,2003-01-01,15,24,23,9,2018-01-01,2027-01-01,2003-01-01,2018-01-01,2003-01-01,2027-01-01,1500,,,,,,,,,,,,,,1500,,,4482508356
11,,11,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - Read,Videoquip Research,SD-2,8478,Silence Detector,,,,,Not in Use,Yes,Do Not Replace,Unknown,Not in Use,2003-01-01,15,22,23,7,2018-01-01,2025-01-01,2003-01-01,2018-01-01,2003-01-01,2025-01-01,1000,,,,,,,,,,,,,,1000,,,4482508324
10,,10,Technical Equipment,Broadcast,Belleville,TX Site - Belleville - Read,Telos,ZIPONE,0289L0002,Codec,,192.168.101.57,"00:13:95:19:B5:DF, 58:50:AB:00:10:18","8888 - TCP, 9150 - UDP, 9151 - UDP, 9152 - UDP, 9153 - UDP",In Use,Yes,Replace,Healthy,Medium,2018-12-12,10,10,8,,2028-12-12,2028-12-12,2018-12-12,2028-12-12,2018-12-12,2028-12-12,4000,,2960.5,,,,,,,,,,,2,4000,,,4482508303
9,,9,Technical Equipment,Connectivity,Brockville,TX Site - Brockville - American Tower,SonicWall,TZ270,2CB8EDD82580,Router/Firewall,,192.168.104.1,2C:B8:ED:D8:25:80,443 - TCP,In Use,Yes,Replace,Healthy,Critical,2022-03-22,5,5,4,,2027-03-22,2027-03-22,2022-03-22,2027-03-22,2022-03-22,2027-03-22,1400,,487.79,,,,,,,,,,,23,1400,,,4482508282
8,,8,Technical Equipment,Connectivity,Nipigon,TX Site - Nipigon - Castle,SonicWall,TZ270,2CB8EDD825F0,Router/Firewall,,192.168.0.1,2C:B8:ED:D8:25:F0,443 - TCP,In Use,Yes,Replace,Healthy,Critical,2021-03-22,5,6,5,1,2026-03-22,2027-03-22,2021-03-22,2026-03-22,2021-03-22,2027-03-22,1400,,487.79,,,,,,,,,,,22,1400,,,4482508257
7,,7,Technical Equipment,Connectivity,Windsor,TX Site - Windsor - Ouellette,SonicWall,TZ270,2CB8EDD825E0,Router/Firewall,,192.168.1.1,2C:B8:ED:D8:25:E0,443 - TCP,In Use,Yes,Replace,Healthy,Critical,2022-03-22,5,5,4,,2027-03-22,2027-03-22,2022-03-22,2027-03-22,2022-03-22,2027-03-22,1400,,487.79,,,,,,,,,,,21,1400,,,4482508237
